name,city,state,good_suggestion,bad_suggestion,period
Kremo Ice Cream,Sandy Springs,GA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['The food in your shop seems not fit with the taste of consumers, try to make them more delicious.', 'The food in your shop seems too hard for consumer. Trt to improve it.']",pre covid
Kremo Ice Cream,Sandy Springs,GA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Dairy Queen Grill & Chill,Sunbury,OH,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['The service is not very good, it may make customer feel bad, please improve it.']",pre covid
Dairy Queen Grill & Chill,Sunbury,OH,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Whit's Frozen Custard,Westerville,OH,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Whit's Frozen Custard,Westerville,OH,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Portland Ice Cream Company,Portland,OR,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Portland Ice Cream Company,Portland,OR,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
iCraze2,Stoughton,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
iCraze2,Stoughton,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Freddy's Frozen Custard and Steakburgers,Pflugerville,TX,"['The service here is very good, please keep it good.']","['The service is not very good, it may make customer feel bad, please improve it.', 'Chocolate food looks not good in your shop and tries to improve it.', 'The service is not very good, it may make customer feel bad, please improve it.']",pre covid
Freddy's Frozen Custard and Steakburgers,Pflugerville,TX,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['The service is not very good, it may make customer feel bad, please improve it.']",after covid
Orleagian Snowballs,Atlanta,GA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Orleagian Snowballs,Atlanta,GA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Sweet Frog Frozen Yogurt,Columbus,OH,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Sweet Frog Frozen Yogurt,Columbus,OH,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Rancatore's Ice Cream & Yogurt,Newton,MA,['It is good and keep to make delicious chocolate food.'],['Vanilla food looks not good in your shop and try to improve it.'],pre covid
Rancatore's Ice Cream & Yogurt,Newton,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Capitol Creamery,Arlington,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['The food in your shop seems not soft or too soft for consumer. Trt to improve it.', 'Chocolate food looks not good in your shop and tries to improve it.', 'Vanilla food looks not good in your shop and try to improve it.']",pre covid
Capitol Creamery,Arlington,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Peak Season Pops,Winter Park,FL,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Peak Season Pops,Winter Park,FL,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Sonic Drive-In,Stoughton,MA,['The honey in your shop is very popular for consumers and keep it good.'],"['The waitress is a little rude, it may make customer feel bad, please improve it.']",pre covid
Sonic Drive-In,Stoughton,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['The honey in your shop is not very popular for consumers and try to improve it.', 'The service is somehow poor, please spend more time on improving service process.']",after covid
I Juice & Smoothies,Decatur,GA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
I Juice & Smoothies,Decatur,GA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Alotto Gelato,Portland,OR,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Alotto Gelato,Portland,OR,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Yogurtland,Brookline,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Yogurtland,Brookline,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Richardson's Ice Cream,Somerville,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Richardson's Ice Cream,Somerville,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Nan and Pop’s Ice Cream Shop,Longwood,FL,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Nan and Pop’s Ice Cream Shop,Longwood,FL,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good to see that the food in your shop is soft and keep it.', 'It is good and keep to make delicious chocolate food.']","['The food in your shop seems not fit with the taste of consumers, try to make them more delicious.']",after covid
Rita's Ice-Custard Happiness,Tucker,GA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Rita's Ice-Custard Happiness,Tucker,GA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Morelli's Gourmet Ice Cream,Atlanta,GA,"['It is good and keep to make delicious mint food.', 'The honey in your shop is very popular for consumers and keep it good.', 'The cream in your shop is very popular for consumers and keep it good.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Morelli's Gourmet Ice Cream,Atlanta,GA,"['It is good to see that the food in your shop is soft and keep it.', 'It is good and keep to make delicious vanilla food.', 'The cream in your shop is very popular for consumers and keep it good.']",['Chocolate food looks not good in your shop and tries to improve it.'],after covid
Ice Cream Social,Austin,TX,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Ice Cream Social,Austin,TX,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Caffé Vittoria,Boston,MA,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good to see that the food in your shop is soft and keep it.', 'It is good and keep to make delicious chocolate food.']","['The waitress is a little rude, it may make customer feel bad, please improve it.', 'The bitter food looks like not very popular in your shop, try to make other kinds of taste.', 'The service is not very good, it may make customer feel bad, please improve it.']",pre covid
Caffé Vittoria,Boston,MA,"['The environment is very good, people like it very much.', 'It is good to see that the food in your shop is refreshing and keep it something new to attract people.']","['The food in your shop seems not fit with the taste of consumers, try to make them more delicious.', 'Chocolate food looks not good in your shop and tries to improve it.', 'The waitress is a little rude, it may make customer feel bad, please improve it.']",after covid
Dairy Freeze,Quincy,MA,"['It is good to see that the food in your shop is soft and keep it.', 'It is good and keep to make delicious chocolate food.', 'It is good and keep to make delicious vanilla food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Dairy Freeze,Quincy,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Milky Way Shakes,Austin,TX,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good and keep to make delicious chocolate food.', 'It is good and keep to make delicious vanilla food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Milky Way Shakes,Austin,TX,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good to see that the food in your shop is delicious and keep it.', 'It is good and keep to make delicious vanilla food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Crazy Berry Frozen Yogurt,Hillsboro,OR,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Crazy Berry Frozen Yogurt,Hillsboro,OR,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Menchie's,Clackamas,OR,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good to see that the food in your shop is delicious and keep it.']","['The buttuer in your shop is not very popular for consumers and try to improve it.', 'The food in your shop looks like not refreshing, try something new to attract people.']",pre covid
Menchie's,Clackamas,OR,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Shake Shack,Austin,TX,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good and keep to make delicious mint food.', 'The honey in your shop is very popular for consumers and keep it good.']","['The waitress is a little rude, it may make customer feel bad, please improve it.', 'The service is not very good, it may make customer feel bad, please improve it.', 'Vanilla food looks not good in your shop and try to improve it.']",pre covid
Shake Shack,Austin,TX,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good to see that the food in your shop is soft and keep it.', 'It is good and keep to make delicious chocolate food.']","['The waitress is a little rude, it may make customer feel bad, please improve it.', 'The food in your shop seems too hard for consumer. Trt to improve it.', 'The cream in your shop is not very popular for consumers and try to improve it.']",after covid
HUMBL,Windermere,FL,"['It is good to see that the food in your shop is delicious and keep it.', 'The service here is very good, please keep it good.', 'It is good and keep to make delicious chocolate food.']","['Mint food looks not to the taste of consumers and tries to improve it.', 'The food in your shop seems not fit with the taste of consumers, try to make them more delicious.']",pre covid
HUMBL,Windermere,FL,"['It is good to see that the food in your shop is delicious and keep it.', 'The cream in your shop is very popular for consumers and keep it good.', 'It is good and keep to make delicious vanilla food.']","['The waitress is a little rude, it may make customer feel bad, please improve it.', 'The food in your shop seems too hard for consumer. Trt to improve it.', 'Chocolate food looks not good in your shop and tries to improve it.']",after covid
Dairy Queen,Beaverton,OR,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['The waitress is a little rude, it may make customer feel bad, please improve it.']",pre covid
Dairy Queen,Beaverton,OR,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Chocolate food looks not good in your shop and tries to improve it.', 'Vanilla food looks not good in your shop and try to improve it.']",after covid
Fuji Cafe and Bar,Boulder,CO,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']",['The food in your shop seems too hard for consumer. Trt to improve it.'],pre covid
Fuji Cafe and Bar,Boulder,CO,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Cold Stone Creamery,Brighton,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Cold Stone Creamery,Brighton,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Whit's Frozen Custard of Delaware,Delaware,OH,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Whit's Frozen Custard of Delaware,Delaware,OH,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Tiny Iceland,Austin,TX,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Tiny Iceland,Austin,TX,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['The food in your shop looks like not refreshing, try something new to attract people.']",after covid
The Greenery Creamery,Orlando,FL,"['It is good to see that the food in your shop is soft and keep it.', 'It is good and keep to make delicious chocolate food.', 'It is good and keep to make delicious vanilla food.']","['The food in your shop seems not fit with the taste of consumers, try to make them more delicious.', 'The cream in your shop is not very popular for consumers and try to improve it.', 'The service is not very good, it may make customer feel bad, please improve it.']",pre covid
The Greenery Creamery,Orlando,FL,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good and keep to make delicious chocolate food.', 'It is good and keep to make delicious vanilla food.']","['The food in your shop seems not soft or too soft for consumer. Trt to improve it.', 'The food in your shop seems not fit with the taste of consumers, try to make them more delicious.', 'The food in your shop looks like not refreshing, try something new to attract people.']",after covid
iYogo,Atlanta,GA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
iYogo,Atlanta,GA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Kung Fu Tea,Columbus,OH,['It is good to see that the food in your shop is delicious and keep it.'],"['The food in your shop seems too hard for consumer. Trt to improve it.', 'The food in your shop looks like not refreshing, try something new to attract people.', 'The service is not very good, it may make customer feel bad, please improve it.']",pre covid
Kung Fu Tea,Columbus,OH,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['The food in your shop seems too hard for consumer. Trt to improve it.', 'The honey in your shop is not very popular for consumers and try to improve it.']",after covid
Cow Tipping Creamery,Austin,TX,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Cow Tipping Creamery,Austin,TX,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Spün,Somerville,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Spün,Somerville,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Giovanni's Ice Cream,Canton,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Giovanni's Ice Cream,Canton,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
MOOYAH Burgers, Fries & Shakes,Boston,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
MOOYAH Burgers, Fries & Shakes,Boston,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Aloha Isle,Orlando,FL,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good to see that the food in your shop is soft and keep it.', 'It is good to see that the food in your shop is refreshing and keep it something new to attract people.']","['The service is not very good, it may make customer feel bad, please improve it.', 'The food in your shop seems too hard for consumer. Trt to improve it.', 'Vanilla food looks not good in your shop and try to improve it.']",pre covid
Aloha Isle,Orlando,FL,"['It is good to see that the food in your shop is soft and keep it.', 'The cream in your shop is very popular for consumers and keep it good.', 'It is good to see that the food in your shop is refreshing and keep it something new to attract people.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Salem Screamery,Salem,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Salem Screamery,Salem,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Frozen Cow Ice Cream,Winter Garden,FL,"['It is good and keep to make delicious chocolate food.', 'The buttuer in your shop is very popular for consumers and keep it good.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Frozen Cow Ice Cream,Winter Garden,FL,['It is good to see that the food in your shop is delicious and keep it.'],"['The service is not very good, it may make customer feel bad, please improve it.', 'Vanilla food looks not good in your shop and try to improve it.']",after covid
Austin Mobile Mechanic,Austin,TX,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Austin Mobile Mechanic,Austin,TX,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Midnight Sun Ice Cream Sandwich Co.,Orlando,FL,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Midnight Sun Ice Cream Sandwich Co.,Orlando,FL,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Coolie Yo's,Columbus,OH,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Coolie Yo's,Columbus,OH,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Cold Stone Creamery,Vancouver,WA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['The waitress is a little rude, it may make customer feel bad, please improve it.', 'The service is not very good, it may make customer feel bad, please improve it.', 'The food in your shop seems not fit with the taste of consumers, try to make them more delicious.']",pre covid
Cold Stone Creamery,Vancouver,WA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Culver's,Oviedo,FL,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good and keep to make delicious chocolate food.', 'The buttuer in your shop is very popular for consumers and keep it good.']","['The service is not very good, it may make customer feel bad, please improve it.']",pre covid
Culver's,Oviedo,FL,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['The food in your shop seems not soft or too soft for consumer. Trt to improve it.', 'The service is not very good, it may make customer feel disappointing, please improve it']",after covid
Park St. Ice Cream Shoppe & Cafe,Natick,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['The waitress is a little rude, it may make customer feel bad, please improve it.']",pre covid
Park St. Ice Cream Shoppe & Cafe,Natick,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
YoYo City Premium Frozen Yogurt,Allston,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
YoYo City Premium Frozen Yogurt,Allston,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Mutt's on 13th,St. Cloud,FL,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Mutt's on 13th,St. Cloud,FL,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Butter & Cream,Decatur,GA,"['It is good to see that the food in your shop is soft and keep it.', 'It is good and keep to make delicious chocolate food.', 'The honey in your shop is very popular for consumers and keep it good.']","['Your home made food  is not very popular for consumers and try to improve it.', 'The shop is  crowded, try to arrange people more suitable to make your shop uncrowded.', 'The buttuer in your shop is not very popular for consumers and try to improve it.']",pre covid
Butter & Cream,Decatur,GA,"['It is good to see that the food in your shop is soft and keep it.', 'It is good and keep to make delicious chocolate food.', 'The buttuer in your shop is very popular for consumers and keep it good.']","['The waitress is a little rude, it may make customer feel bad, please improve it.', 'The service is not very good, it may make customer feel bad, please improve it.', 'The honey in your shop is not very popular for consumers and try to improve it.']",after covid
Yogurt Planet,Austin,TX,"['The server here is courtesy, please keep it good.', 'The service here is very good, please keep it good.']",['The food in your shop seems not soft or too soft for consumer. Trt to improve it.'],pre covid
Yogurt Planet,Austin,TX,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Tomunchi,Austin,TX,['Your home made food  is very popular for consumers and keep it good.'],"['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Tomunchi,Austin,TX,['Your home made food  is very popular for consumers and keep it good.'],"['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Upstream Coffee,Portland,OR,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Upstream Coffee,Portland,OR,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Valkyrie Doughnuts,Orlando,FL,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good to see that the food in your shop is soft and keep it.', 'It is good and keep to make delicious chocolate food.']","['The waitress is a little rude, it may make customer feel bad, please improve it.', 'The service is not very good, it may make customer feel bad, please improve it.', 'The service is mediocre, please improve it.']",pre covid
Valkyrie Doughnuts,Orlando,FL,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good and keep to make delicious chocolate food.', 'It is good and keep to make delicious fruity food.']",['The food in your shop seems too hard for consumer. Trt to improve it.'],after covid
Italian Cafe Gelato,Quincy,MA,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good and keep to make delicious chocolate food.']","['The service is not very good, it may make customer feel bad, please improve it.']",pre covid
Italian Cafe Gelato,Quincy,MA,"['It is good to see that the food in your shop is delicious and keep it.', 'The cream in your shop is very popular for consumers and keep it good.', 'It is good and keep to make delicious chocolate food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Dairy Queen,Erie,CO,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Dairy Queen,Erie,CO,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Freshii,Port Moody,BC,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Freshii,Port Moody,BC,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Cravings,Wakefield,MA,"['It is good to see that the food in your shop is soft and keep it.', 'It is good to see that the food in your shop is soft and keep it.', 'It is good and keep to make delicious chocolate food.']","['The service is not very good, it may make customer feel bad, please improve it.', 'The service is not very good, it may make customer feel bad, please improve it.']",pre covid
Cravings,Wakefield,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Pinolo Gelato,Portland,OR,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good and keep to make delicious chocolate food.', 'The cream in your shop is very popular for consumers and keep it good.']","['The food in your shop seems not soft or too soft for consumer. Trt to improve it.', 'Nutty food looks not suitable to the taste of consumers and try to improve it.', 'The service is not very good, it may make customer feel bad, please improve it.']",pre covid
Pinolo Gelato,Portland,OR,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['The food in your shop seems not fit with the taste of consumers, try to make them more delicious.', 'The service is not very good, it may make customer feel bad, please improve it.']",after covid
Dr. Bombay's Underwater Tea Party,Atlanta,GA,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good and keep to make delicious chocolate food.', 'The honey in your shop is very popular for consumers and keep it good.']","['The service is not very good, it may make customer feel bad, please improve it.', 'The bitter food looks like not very popular in your shop, try to make other kinds of taste.', 'The service is not very good, it may make customer feel bad, please improve it.']",pre covid
Dr. Bombay's Underwater Tea Party,Atlanta,GA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Dairy Queen / Orange Julius,Vancouver,BC,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Dairy Queen / Orange Julius,Vancouver,BC,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Richardson's Ice Cream,Reading,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Richardson's Ice Cream,Reading,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
