Unnamed: 0,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
74149,f5bxum0nk-0w4BiKVl01xA,Cowlicks,2460 Cumberland Pkwy,Atlanta,GA,30339,33.8637172,-84.4766222,3.0,16,0,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1'}","Ice Cream & Frozen Yogurt, Food","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
74183,gxirR9FbpZXY4L3kjoGXIQ,Daddy's Dairy,987 Central St,Stoughton,MA,02072,42.135675304,-71.1007225774,3.5,64,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True'}","Food, Ice Cream & Frozen Yogurt","{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}"
74215,9BBnf7fLTs2EIyDFosqClA,La Ola Pop Shop,"856 Kohlers Crossing, Ste 320",Kyle,TX,78640,30.0280744,-97.8765501,5.0,99,1,"{'RestaurantsPriceRange2': '1', 'DogsAllowed': 'False', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': None, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'quiet'""}","Ice Cream & Frozen Yogurt, Specialty Food, Food, Juice Bars & Smoothies, Desserts, Fruits & Veggies","{'Monday': '0:0-0:0', 'Tuesday': '12:30-20:30', 'Wednesday': '12:30-20:30', 'Thursday': '12:30-20:30', 'Friday': '12:30-20:30', 'Saturday': '12:30-20:30', 'Sunday': '12:30-20:30'}"
74402,bnokPsTZtp7uZN1YxyEAiw,Brigham's Ice Cream,46 Mill St,Arlington,MA,02474,42.4185409,-71.1574151,2.0,5,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Food, Ice Cream & Frozen Yogurt",
74448,7nEIExGzk98xFqFNKkHmQg,Dairy Queen Grill & Chill,7825 E Colonial Dr,Orlando,FL,32807,28.5688544035,-81.2822281,3.0,24,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'DriveThru': 'True', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""'none'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True'}","Fast Food, Desserts, Restaurants, Burgers, Sandwiches, Food, Salad, Ice Cream & Frozen Yogurt, American (New)","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-23:0'}"
74520,Auj7pAcJ1qmhCyrtp4DXQg,iKiwi Yogurt,"4250 Alafaya Trl, Ste 176",Oviedo,FL,32765,28.613507,-81.2060984,4.5,41,0,"{'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True'}","Food, Ice Cream & Frozen Yogurt, Desserts","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}"
74551,Ck5ZtO3es9k0i0MZ3p_c7Q,Yogurtology,522 Washington St,Wellesley,MA,02482,42.2973908,-71.2904763,3.0,7,0,"{'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""'no'"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Ice Cream & Frozen Yogurt, Food",
74633,5u-XWLTinHPq_0N87_DzSQ,Marble Slab Creamery,"705 Town Blvd, Ste S500",Atlanta,GA,30319,33.870359,-84.3372888,3.5,45,1,"{'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'"", 'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'DriveThru': 'False', 'Caters': 'True', 'HappyHour': 'False', 'NoiseLevel': ""u'quiet'""}","Food, Juice Bars & Smoothies, Ice Cream & Frozen Yogurt, Cupcakes","{'Monday': '12:0-20:0', 'Tuesday': '12:0-20:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-20:0'}"
74688,-XLZLEhhyumjU7Opemisxw,YoBro,141 Cypress St,Brookline,MA,02445,42.3299528,-71.1260882,4.0,27,0,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1'}","Food, Do-It-Yourself Food, Ice Cream & Frozen Yogurt","{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-22:30', 'Saturday': '12:0-22:30', 'Sunday': '12:0-20:0'}"
74747,PVay1MQ1PE1z0Pmq8jRgbw,Thirsty River Bar,2901 Osceola Pkwy,Orlando,FL,32830,28.3529343045,-81.5906773728,4.5,8,1,"{'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True'}","American (Traditional), American (New), Restaurants, Ice Cream & Frozen Yogurt, Bars, Food, Nightlife",
74878,89qu2ET7ade88bzzjX3mYA,Ivy's Deli & Frozen Yogurt,"8650 Spicewood Spring Rd, Ste 117",Austin,TX,78759,30.4321845,-97.7708688,2.5,25,0,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'WiFi': ""u'free'"", 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}""}","Restaurants, Food, Asian Fusion, Delis, Ice Cream & Frozen Yogurt","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '12:0-21:0'}"
74885,mRmcOCOQG7gk7u4hhY5sxg,Baskin Robbins Ice Cream,280 Hammond Dr NE,Atlanta,GA,30328,33.919396,-84.376484,2.0,15,1,"{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'"", 'RestaurantsDelivery': 'True'}","Food, Ice Cream & Frozen Yogurt, Desserts","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-20:0'}"
74989,AqzdD6-EtPn_D3AspEQWXQ,Chef Fresh Frozen Yogurt,340 SW Morrison St,Portland,OR,97204,45.5182536,-122.6761144,4.0,35,0,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Restaurants, Ice Cream & Frozen Yogurt, Vegetarian, Food, Desserts","{'Monday': '10:0-20:30', 'Tuesday': '10:0-20:30', 'Wednesday': '10:0-20:30', 'Thursday': '10:0-20:30', 'Friday': '10:0-22:30', 'Saturday': '10:0-22:30', 'Sunday': '11:0-19:30'}"
75021,hy9zqd1NtbOde6oxLIZFSQ,The Golden Pod,"7653 International Dr, Ste 100",Orlando,FL,32819,28.4521474,-81.4703801,3.5,73,0,"{'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'DogsAllowed': 'False', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'True', 'DriveThru': 'False', 'RestaurantsDelivery': 'True', 'HappyHour': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Caters': 'False', 'RestaurantsReservations': 'False', 'WiFi': ""u'free'"", 'RestaurantsAttire': ""u'casual'"", 'WheelchairAccessible': 'True', 'HasTV': 'True', 'BusinessAcceptsBitcoin': 'False', 'ByAppointmentOnly': 'False'}","Coffee & Tea, Restaurants, Nightlife, Bars, Seafood, Food Court, Chocolatiers & Shops, Pizza, Desserts, Burgers, Food Delivery Services, Diners, Food, American (New), Ice Cream & Frozen Yogurt, Specialty Food",{'Monday': '0:0-0:0'}
75062,tgtOwDfJaz4Hi9kcRqpCFQ,Jeremiah's Italian Ice,"6536 Old Brick Rd, Ste 140",Windermere,FL,34786,28.4498619,-81.5627736,5.0,28,1,"{'RestaurantsPriceRange2': '1', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': None, 'valet': False}"", 'WiFi': ""'free'"", 'DogsAllowed': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True'}","Desserts, Shaved Ice, Ice Cream & Frozen Yogurt, Food","{'Monday': '11:0-17:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-17:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}"
75211,aBI6z7EJP0QHyZJTKCNpDA,Coney Island Ice Cream,1284 Washington St,West Newton,MA,02465,42.3492589,-71.2260786,3.5,45,0,"{'BusinessAcceptsCreditCards': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True'}","Food, Ice Cream & Frozen Yogurt",
75235,x1jwI70OJHPS-3Hd_20HYg,Peak Season Pops,,Winter Park,FL,32789,28.598724,-81.35612,5.0,20,1,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'Alcohol': ""'none'"", 'Caters': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Ice Cream & Frozen Yogurt, Street Vendors, Desserts, Food",
75319,SgcerITXUOi1P5tPT12XOg,Seprock's Snow,3988 Town Center Blvd,Orlando,FL,32837,28.3625472,-81.4281075,4.5,5,0,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'no'"", 'BikeParking': 'False'}","Food, Shaved Ice, Ice Cream & Frozen Yogurt",
75530,D9W465FLFghkkNXNCB1VZg,Carnival Ice Cream,7524 E Main St,Reynoldsburg,OH,43068,39.9558566556,-82.7971703626,3.0,17,0,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False'}","Restaurants, Ice Cream & Frozen Yogurt, Hot Dogs, Food, Sandwiches","{'Monday': '13:0-21:0', 'Tuesday': '13:0-21:0', 'Wednesday': '13:0-21:0', 'Thursday': '13:0-21:0', 'Friday': '13:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}"
75612,fvuXHSkSE00DglB2-qHt5w,Honeycomb Creamery,1702 Massachusetts Ave,Cambridge,MA,02138,42.3831801,-71.1198525,4.0,299,1,"{'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""'none'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsTableService': 'False', 'DogsAllowed': 'False', 'BikeParking': 'True', 'HappyHour': 'False', 'OutdoorSeating': 'None', 'Caters': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'DriveThru': 'False', 'HasTV': 'False', 'WiFi': ""u'free'"", 'NoiseLevel': ""'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'False', 'RestaurantsReservations': 'False'}","Desserts, Food, Event Planning & Services, Caterers, Custom Cakes, Coffee & Tea, Ice Cream & Frozen Yogurt, Food Delivery Services, Restaurants, Waffles","{'Monday': '0:0-0:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-21:0'}"
75630,sOf2CT2oOZ6vcJ8y66rqIw,Yorganic Frozen Yogurt,"9738 SE Washington St, Ste W",Portland,OR,97216,45.5180879,-122.5639755,3.5,31,0,"{'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}","Food, Ice Cream & Frozen Yogurt","{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-22:30', 'Saturday': '12:0-22:30', 'Sunday': '13:0-21:0'}"
75651,RN3iQEPjgK8Pe6OAqCMvGQ,Rita's Italian Ice,515 N Park Ave,Apopka,FL,32712,28.688587,-81.509058,3.5,23,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'WiFi': ""'no'"", 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True'}","Desserts, Shaved Ice, Ice Cream & Frozen Yogurt, Food","{'Monday': '14:0-22:0', 'Tuesday': '14:0-22:0', 'Wednesday': '14:0-22:0', 'Thursday': '14:0-22:0', 'Friday': '14:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}"
75703,D3ND25B6h3xOJVuohZxMtg,Cool Moon Ice Cream,1105 NW Johnson St,Portland,OR,97209,45.5287951382,-122.6825249787,4.5,463,1,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'Caters': 'False', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'DriveThru': 'False', 'GoodForKids': 'True'}","Ice Cream & Frozen Yogurt, Food, Coffee & Tea, Desserts","{'Monday': '0:0-0:0', 'Tuesday': '15:0-21:0', 'Wednesday': '15:0-21:0', 'Thursday': '15:0-21:0', 'Friday': '15:0-22:0', 'Saturday': '15:0-22:0', 'Sunday': '15:0-21:0'}"
75857,qLCO3WLPwzsId6MPDwkkXw,Dairy Queen,120 W Waterloo St,Canal Winchester,OH,43110,39.8448349963,-82.8090252681,2.0,6,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'OutdoorSeating': 'True', 'WiFi': ""'no'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'DriveThru': 'True', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': None, 'lot': None, 'valet': False}""}","Burgers, Ice Cream & Frozen Yogurt, Restaurants, Food, Fast Food","{'Monday': '10:30-21:30', 'Tuesday': '10:30-21:30', 'Wednesday': '10:30-21:30', 'Thursday': '10:30-21:30', 'Friday': '10:30-21:30', 'Saturday': '10:30-21:30', 'Sunday': '11:30-21:30'}"
75952,SBv8rJfWxGx0FtVZ7s3LKQ,Luigi's,117 Lynnfield St,Peabody,MA,01960,42.5167351472,-70.9552247783,4.0,22,1,"{'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'DriveThru': 'False', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True'}","Breakfast & Brunch, Ice Cream & Frozen Yogurt, Food, Burgers, Diners, Restaurants",
75955,rfqq-rHTTipS5XSuOhxCXg,Dolce Neve,1713 S 1st St,Austin,TX,78704,30.247625,-97.755404,4.5,623,1,"{'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'True', 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'WiFi': ""u'free'"", 'DriveThru': 'False', 'RestaurantsDelivery': 'True'}","Coffee & Tea, Food, Gelato, Ice Cream & Frozen Yogurt","{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}"
76035,OtwNBosmYDtnjDoN2anbyQ,Red Mango,"2222 Rio Grande St, Ste C120",Austin,TX,78705,30.2865492,-97.7456595,3.5,99,0,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Food","{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Friday': '7:0-0:0', 'Saturday': '8:0-0:0', 'Sunday': '10:0-23:0'}"
76070,cieQvTPUvmvx_r_ht7JBLQ,Dajen Eats,323 E Kennedy Blvd,Eatonville,FL,32751,28.6189513,-81.3809691,4.5,163,1,"{'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'average'"", 'DriveThru': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'DogsAllowed': 'False', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}"", 'RestaurantsTableService': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""'none'"", 'RestaurantsReservations': 'False', 'HasTV': 'True', 'WiFi': ""'free'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'None', 'RestaurantsTakeOut': 'True', 'HappyHour': 'False', 'OutdoorSeating': 'None'}","Vegan, Restaurants, Ice Cream & Frozen Yogurt, Food, Caribbean","{'Tuesday': '11:0-18:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-18:0', 'Saturday': '11:0-18:0', 'Sunday': '11:0-16:0'}"
76074,nvBqjX3O6RQRWHLc2B1GUQ,Yoforia,"1100 Howell Mill Rd, Ste A05",Atlanta,GA,30318,33.784685,-84.4121,4.0,66,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'""}","Food, Ice Cream & Frozen Yogurt","{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '13:0-22:0'}"
76084,UhryY-Wwg4k72HMgvC3Nvw,Sonic Drive-In,1055 Broadway St,Oviedo,FL,32765,28.6669985,-81.1900179,2.0,34,1,"{'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""'very_loud'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'HasTV': 'True', 'Alcohol': ""u'none'"", 'DogsAllowed': 'False', 'CoatCheck': 'False', 'ByAppointmentOnly': 'False', 'RestaurantsTableService': 'False', 'WheelchairAccessible': 'True', 'Caters': 'False', 'WiFi': ""u'no'"", 'HappyHour': 'False', 'RestaurantsDelivery': 'True', 'DriveThru': 'True'}","Ice Cream & Frozen Yogurt, Food, Fast Food, Burgers, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-22:0'}"
76096,dxF9w5Cq8JCKzBo9DT_RiQ,Real Lucky,249 Highland Ave,Malden,MA,02148,42.421996,-71.0802204,3.0,19,0,"{'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'BikeParking': 'False', 'WiFi': ""u'no'"", 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'""}","Bubble Tea, Ice Cream & Frozen Yogurt, Restaurants, Food, Chinese, Coffee & Tea","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '15:0-22:0'}"
